taskName,argString,numThreads,timeSeconds,result,runIndex
OpenMP_1,1000000 reduction,1,0.00056869,1324,1
OpenMP_1,1000000 reduction,1,0.000532491,1324,2
OpenMP_1,1000000 reduction,1,0.00046388,1324,3
OpenMP_1,1000000 reduction,6,0.00050567,1324,1
OpenMP_1,1000000 reduction,6,0.000503265,1324,2
OpenMP_1,1000000 reduction,6,0.000612784,1324,3
OpenMP_1,1000000 reduction,12,0.00078481,1324,1
OpenMP_1,1000000 reduction,12,0.0009429,1324,2
OpenMP_1,1000000 reduction,12,0.000758801,1324,3
OpenMP_1,1000000 reduction,24,0.00157965,1324,1
OpenMP_1,1000000 reduction,24,0.00171179,1324,2
OpenMP_1,1000000 reduction,24,0.00167422,1324,3
OpenMP_1,1000000 no_reduction,1,0.000451697,1324,1
OpenMP_1,1000000 no_reduction,1,0.000443281,1324,2
OpenMP_1,1000000 no_reduction,1,0.000439785,1324,3
OpenMP_1,1000000 no_reduction,6,0.000529736,1324,1
OpenMP_1,1000000 no_reduction,6,0.00054285,1324,2
OpenMP_1,1000000 no_reduction,6,0.000536428,1324,3
OpenMP_1,1000000 no_reduction,12,0.000787305,1324,1
OpenMP_1,1000000 no_reduction,12,0.0105361,1324,2
OpenMP_1,1000000 no_reduction,12,0.000756627,1324,3
OpenMP_1,1000000 no_reduction,24,0.00179514,1324,1
OpenMP_1,1000000 no_reduction,24,0.0015579,1324,2
OpenMP_1,1000000 no_reduction,24,0.00166183,1324,3
OpenMP_1,5000000 reduction,1,0.00230688,19,1
OpenMP_1,5000000 reduction,1,0.00228138,19,2
OpenMP_1,5000000 reduction,1,0.00234239,19,3
OpenMP_1,5000000 reduction,6,0.00131207,19,1
OpenMP_1,5000000 reduction,6,0.00127569,19,2
OpenMP_1,5000000 reduction,6,0.00128525,19,3
OpenMP_1,5000000 reduction,12,0.00163559,19,1
OpenMP_1,5000000 reduction,12,0.00658422,19,2
OpenMP_1,5000000 reduction,12,0.00169917,19,3
OpenMP_1,5000000 reduction,24,0.00238985,19,1
OpenMP_1,5000000 reduction,24,0.00230604,19,2
OpenMP_1,5000000 reduction,24,0.00232503,19,3
OpenMP_1,5000000 no_reduction,1,0.00226438,19,1
OpenMP_1,5000000 no_reduction,1,0.00229331,19,2
OpenMP_1,5000000 no_reduction,1,0.00231063,19,3
OpenMP_1,5000000 no_reduction,6,0.00139419,19,1
OpenMP_1,5000000 no_reduction,6,0.00130878,19,2
OpenMP_1,5000000 no_reduction,6,0.00136243,19,3
OpenMP_1,5000000 no_reduction,12,0.00160265,19,1
OpenMP_1,5000000 no_reduction,12,0.0139097,19,2
OpenMP_1,5000000 no_reduction,12,0.00216586,19,3
OpenMP_1,5000000 no_reduction,24,0.00244658,19,1
OpenMP_1,5000000 no_reduction,24,0.0023344,19,2
OpenMP_1,5000000 no_reduction,24,0.00232648,19,3
