taskName,argString,numThreads,timeSeconds,result,runIndex
OpenMP_5,4000 4000 banded dynamic 8 12 12345,6,0.000271856,281388,3
OpenMP_5,4000 4000 banded dynamic 8 12 12345,12,0.00042107,281388,1
OpenMP_5,4000 4000 banded dynamic 8 12 12345,12,0.000410038,281388,2
OpenMP_5,4000 4000 banded dynamic 8 12 12345,12,0.000498186,281388,3
OpenMP_5,4000 4000 banded dynamic 8 12 12345,24,0.000869761,281388,1
OpenMP_5,4000 4000 banded dynamic 8 12 12345,24,0.000826749,281388,2
OpenMP_5,4000 4000 banded dynamic 8 12 12345,24,0.000899297,281388,3
OpenMP_5,4000 4000 banded guided 8 12 12345,1,0.000133183,281388,1
OpenMP_5,4000 4000 banded guided 8 12 12345,1,0.000158831,281388,2
OpenMP_5,4000 4000 banded guided 8 12 12345,1,0.000145817,281388,3
OpenMP_5,4000 4000 banded guided 8 12 12345,6,0.00022144,281388,1
OpenMP_5,4000 4000 banded guided 8 12 12345,6,0.000265755,281388,2
OpenMP_5,4000 4000 banded guided 8 12 12345,6,0.000324316,281388,3
OpenMP_5,4000 4000 banded guided 8 12 12345,12,0.000457388,281388,1
OpenMP_5,4000 4000 banded guided 8 12 12345,12,0.000412073,281388,2
OpenMP_5,4000 4000 banded guided 8 12 12345,12,0.000403386,281388,3
OpenMP_5,4000 4000 banded guided 8 12 12345,24,0.000841278,281388,1
OpenMP_5,4000 4000 banded guided 8 12 12345,24,0.000876925,281388,2
OpenMP_5,4000 4000 banded guided 8 12 12345,24,0.000934835,281388,3
